id,preferred app,app use frequency,experience on app,app inaccuracy,app reliable,stats experience,vis type,question type,guess,guess-alone,true precipitation amount,true pop,confidence,follow up text,effort bar,effort dot,effort hop,effort text,rank1,rank2,rank3,rank4,feedback
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Static Bar Chart,probability,40,40,0.2,0.6,Kind of Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,friend,Yes,Yes,0.3875,0.175,So Unsure,This graph is again confusing because I'm just not sure which prediction is going to be correct.,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Text,amount,0.2,0.2,0.25,0.45,Kind of Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Static Bar Chart,amount,0.15,0.15,0.15,0.25,Very Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Text,friend,No,No,0.2875,0.1375,Very Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Quantile Dot Plot,event,No,No,0.395833333,0.15,Very Confident,"The highest chance of rain starts at 8 pm, which is after the most common time that events happen.",Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Quantile Dot Plot,friend,No,No,0,0,Very Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,event,Yes,Yes,0.397916667,0.11875,So Unsure,I'm not confident in the rain outlook in this visualization.,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Quantile Dot Plot,probability,95,95,0.3,0.95,Very Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,amount,0.3,0.3,0.35,0.8,So Unsure,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Text,probability,35,35,0.15,0.35,Very Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Static Bar Chart,event,No,No,0.166666667,0.072916667,Very Confident,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1uTo6gjhDhQH9Dp6Q,Apple Weather,More than once per day,Favorable,Not very often,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,probability,30,30,0.1,0.75,So Unsure,,Very favorable,Favorable,Very unfavorable,Very favorable,Bar,Text,QDP,Hop,Very unfavorable
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Static Bar Chart,alone,Yes,Yes,0.35,0.2125,Kind of Confident,The chance of rain at 3 PM is only 0.25 and the amount of rain isn't heavy. It seems like a short walk would be better before it starts raining more.,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Text,alone,Yes,Yes,0.4375,0.1875,Very Confident,There is a lot of heavy rain in the early afternoon but it drops off after 2 PM. The chance of rain in the evening is lower.,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Hypothetical Outcome Plot,alone,Yes,Yes,0.5625,0.125,Very Confident,"Most of the hypothetical outcomes don't show a lot of rain around 3 PM. As a side note, I think this chart is changing a little too fast.",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Quantile Dot Plot,amount,0.2,0.2,0.25,0.55,Kind of Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Hypothetical Outcome Plot,amount,0,0,0.1,0.35,Kind of Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Hypothetical Outcome Plot,event,No,No,0.354166667,0.1625,So Unsure,When is this activity happening? How long is it happening for?,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Quantile Dot Plot,friend,No,No,0.175,0.1125,Kind of Confident,"It would have to be a shorter hike, like 1 to 2 hours.",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Static Bar Chart,amount,0.175,0.175,0.3,0.45,Kind of Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Text,friend,Yes,Yes,0.6625,0.3125,Very Confident,"All the times after 3 PM have high chances of rain and large amounts of rainfall. As a side note, the 55% should be truncated if possible.",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Text,probability,0,0,0,0,Very Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Text,event,No,No,0.48125,0.170833333,So Unsure,What time is the event at? How long is it expected to last?,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Hypothetical Outcome Plot,friend,No,No,0.05,0.0125,Kind of Confident,"It would have to be a shorter hike, like 1 to 2 hours.",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Quantile Dot Plot,event,No,No,0.545833333,0.170833333,So Unsure,"Same as before, this question needs more context",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Static Bar Chart,friend,No,No,0.5375,0.1625,Kind of Confident,"The hike should end before 5 PM, since the chance is higher and there is more rain.",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Quantile Dot Plot,probability,55,55,0.25,0.6,Kind of Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Static Bar Chart,event,No,No,0.44375,0.16875,So Unsure,"Same as before, the question needs more context",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Hypothetical Outcome Plot,probability,0,0,0.15,0.3,Kind of Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Quantile Dot Plot,alone,Yes,Yes,0.25,0.0875,Kind of Confident,"It would have to be a shorter walk since the chance of rain and expected rainfall goes up. As a side note, I tend to skip right to 12 PM and re-animate it since the morning readings don't matter much to me.",Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Static Bar Chart,probability,0.1,0.1,0.15,0.15,Kind of Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1vvs3vmJUSm0aVyra,Android Weather App,Sometimes,Favorable,Never,Neutral,College Stats Courses,Text,amount,0.3,0.3,0.35,1,Kind of Confident,,Neutral,Unfavorable,Unfavorable,Neutral,Bar,Text,QDP,Hop,Most of my feedback is in the survey boxes. Good work and good luck!
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Hypothetical Outcome Plot,amount,0.3,0.3,0.3,0.4,Very unsure,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Static Bar Chart,amount,0.5,0.5,0.5,0.8,Very Confident,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Hypothetical Outcome Plot,event,Yes,Yes,0.441666667,0.172916667,Kind of Confident,It seems like the plot points consistently suggest heavy precipitation at some point in the afternoon,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Text,probability,40,40,0.25,0.4,Very Confident,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Hypothetical Outcome Plot,alone,No,No,0.8,0.35,Very Confident,The data consistently suggests moderate - heavy precipitation and I ignored the fact that I enjoy walking in the rain for purposes of this question.,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Quantile Dot Plot,amount,0.15,0.15,0.1,0.5,Kind of Confident,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Static Bar Chart,probability,0.23,0.23,0.25,0.8,Kind of Confident,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Static Bar Chart,alone,No,No,0.9375,0.325,Very Confident,There Is. a high chance of rain at 3pm (also ignoring that I like walking in rain for this question),Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Hypothetical Outcome Plot,friend,No,No,0.3125,0.15,Very unsure,I think there is a low probability of rain at 3pm,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Quantile Dot Plot,alone,No,No,0.6625,0.2,Very Confident,Theres a 60% chance of rain (also ignoring that I like walking in rain),Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Text,event,Yes,Yes,0.45,0.183333333,Neutral,I am unsure what time the event is at. If it is in the morning I would book a room. If it was after 3pm I would not,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Static Bar Chart,friend,No,No,0.5625,0.15,Kind of Confident,Most of the rain is happening before we go hiking (also ignoring that I like walking in rain),Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Static Bar Chart,event,Yes,Yes,0.7375,0.289583333,Very Confident,Seems like a very rainy day,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Quantile Dot Plot,probability,10,10,0.1,0.2,Very Confident,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Quantile Dot Plot,event,Yes,Yes,0.5875,0.214583333,Very Confident,Between 5am - 5pm it seems rainy,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Text,friend,Yes,Yes,0.5375,0.1625,Very Confident,I like walking in rain but hiking with reduced visibility due to moderate rain and in remote locations can be dangerous,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Quantile Dot Plot,friend,No,No,0.35,0.15,Kind of Confident,20% chance of rain at only 0.15 inch of rain an hour is reasonable to hike in,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Text,alone,Yes,Yes,0.1,0.075,Very Confident,10% chance of rain is low and I assume I would be back before it starts raining with 50% chance at 5pm,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Hypothetical Outcome Plot,probability,0,0,0,0,Neutral,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_1xM2nxkdDJDbh03Xp,Apple Weather,Daily,Very favorable,Not very often,Very reliable,High School Stats Courses,Text,amount,,,0.4,0.8,So Unsure,,Neutral,Unfavorable,Very unfavorable,Unfavorable,Bar,QDP,Text,Hop,"The questions seem to assume the person who is taking the survey does not like to walk in the rain. I am not sure if all the event questions had a timespan which made it hard for me to answer. Also, I read the instructions but I still don't know what the animated plots are telling me."
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Text,alone,Yes,Yes,0.3625,0.1875,Neutral,"It seems like there's a chance that 3:00PM won't be super rainy, and neither will 4PM. So the likelihood of an uncomfortable amount of rain seems relatively low.",Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,friend,Yes,Yes,0.7875,0.275,Kind of Confident,"It looks like there's a decent chance of heavy rain tomorrow, which doesn't seem very conducive to a nice hike",Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Text,amount,.3,.3,0.2,0.7,Unsure,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,friend,No,No,0.9375,0.3125,Unsure,"it seems somewhat likely that it'll rain, but I can't really tell.",Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,alone,Yes,Yes,0.8125,0.3125,Kind of Confident,"Assuming the forecast is accurate, it doesn't seem like I would end up going out in the rain (since there is never a very high chance of rain at 3PM)",Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,amount,0.2,0.2,0.2,0.7,Very Confident,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,event,No,No,0.35,0.141666667,Very Confident,it doesn't seem like it'll rain based on the fact that there's minimal chance throughout the day,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,friend,Yes,Yes,0.575,0.3,Very Confident,it seems very likely to rain based on the large amount of dots in the higher percentages,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,probability,10,10,0.1,0.45,Very Confident,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,probability,30,30,0.25,0.95,Unsure,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,probability,,,0.3,0.5,Very Confident,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,amount,0.5,0.5,0.4,0.8,Neutral,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,alone,Yes,Yes,0.3125,0.1125,Very Confident,it seems very unlikely that there will be rain based on the height of the bars around 3pm,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Text,probability,50,50,0.15,0.5,Very Confident,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,alone,No,No,0.95,0.4375,Very Confident,it seems very likely that there will be a moderate amount of rain given the 100% chance of rain and the amount of precipitation predicted,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,event,Yes,Yes,0.402083333,0.179166667,Kind of Confident,it seems likely that it'll rain in the afternoon because of the large amount of dots in the higher percentage columns,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Text,friend,No,No,0.3875,0.1375,Kind of Confident,it doesn't seem likely to rain enough to stop a hike based on the fact that it's light preciptation and has a low probability,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Text,event,Yes,Yes,0.527083333,0.189583333,Neutral,it seems like it'll rain based on the probabilities,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,event,Yes,Yes,0.520833333,0.2125,Very Confident,"it seems very likely that it'll rain at some point during the day tomorrow, as can be seen by the high probabilities and dark bar colors",Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
-M_2NAnUmw_zQsgoxroD,Apple Weather,More than once per day,Favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,amount,.01,.01,0.15,0.55,Unsure,,Very favorable,Very favorable,Unfavorable,Neutral,QDP,Bar,Text,Hop,"the animations of quantile dots made it a little more confusing, but I liked them best in general"
